"19349984","Nat Genet",86,"2009 May"
"19359265","J Med Genet",40,"2009 Jul"
"19359809","Circ J",20,"2009 Jun"
"19367585","Am J Med Genet B Neuropsychiatr Genet",16,"2010 Jan 5"
"19369658","N Engl J Med",190,"2009 Apr 23"
"19389651","Heart Rhythm",30,"2009 May"
"19396169","Nat Genet",389,"2009 May"
"19401414","Diabetes",113,"2009 Jul"
"19404256","Nature",419,"2009 May 28"
"19412175","Nat Genet",149,"2009 Jun"
"19412176","Nat Genet",149,"2009 Jun"
"19414484","Hum Mol Genet",83,"2009 Jul 15"
"19416921","Proc Natl Acad Sci U S A",124,"2009 May 5"
"19419973","Hum Mol Genet",55,"2009 Jul 15"
"19421330","PLoS One",29,"2009"
"19426955","Am J Hum Genet",154,"2009 May"
"19430479","Nat Genet",596,"2009 Jun"
"19430480","Nat Genet",747,"2009 Jun"
"19430482","Nat Genet",279,"2009 Jun"
"19430483","Nat Genet",514,"2009 Jun"
"19448619","Nat Genet",68,"2009 Jun"
"19448620","Nat Genet",117,"2009 Jun"
"19448621","Nat Genet",157,"2009 Jun"
"19448622","Nat Genet",92,"2009 Jun"
"19448623","Nat Genet",138,"2009 Jun"
"19451621","Proc Natl Acad Sci U S A",71,"2009 Jun 2"
"19454037","BMC Med Genet",24,"2009 May 19"
"19456320","Ann Hum Genet",106,"2009 May"
"19458352","N Engl J Med",199,"2009 Jun 11"
"19465909","Nat Genet",197,"2009 Jun"
"19478329","J Androl",42,"2009 Nov-Dec"
"19478819","J Hum Genet",29,"2009 Jul"
"19483681","Nat Genet",130,"2009 Jul"
"19483682","Nat Genet",138,"2009 Jul"
"19483685","Nat Genet",258,"2009 Jul"
"19488044","Mol Psychiatry",176,"2009 Aug"
"19503088","Nat Genet",139,"2009 Jul"
"19503597","PLoS Genet",246,"2009 Jun"
"19525953","Nat Genet",320,"2009 Jul"
"19525955","Nat Genet",201,"2009 Jul"
"19553259","Hum Mol Genet",56,"2009 Sep 15"
"19557161","PLoS Genet",214,"2009 Jun"
"19557197","PLoS Genet",115,"2009 Jun"
"19561606","Nat Genet",100,"2009 Aug"
"19567438","JAMA",201,"2009 Jul 1"
"19570815","Hum Mol Genet",33,"2009 Sep 15"
"19571808","Nature",625,"2009 Aug 6"
"19571809","Nature",440,"2009 Aug 6"
"19571811","Nature",1962,"2009 Aug 6"
"19578179","Hum Mol Genet",53,"2009 Oct 1"
"19578364","Nat Genet",198,"2009 Aug"
"19578365","Nat Genet",97,"2009 Aug"
"19578366","Nat Genet",239,"2009 Aug"
"19578367","Nat Genet",358,"2009 Aug"
"19581569","Arch Gen Psychiatry",183,"2009 Jul"
"19584346","JAMA",103,"2009 Jul 8"
"19587794","PLoS One",27,"2009 Jul 9"
"19597491","Nat Genet",183,"2009 Aug"
"19597492","Nat Genet",175,"2009 Aug"
"19609347","PLoS Genet",201,"2009 Jul"
"19620980","Nat Genet",76,"2009 Aug"
"19648918","Nat Genet",285,"2009 Sep"
"19648919","Nat Genet",153,"2009 Sep"
"19648920","Nat Genet",112,"2009 Sep"
"19651812","Diabetes",47,"2009 Nov"
"19654303","Cancer Res",112,"2009 Aug 15"
"19656524","J Pediatr",115,"2009 Dec"
"19664746","Am J Hum Genet",59,"2009 Aug"
"19668339","PLoS One",173,"2009 Aug 7"
"19680635","Psychopharmacology (Berl)",17,"2009 Oct"
"19684573","Nature",1141,"2009 Sep 17"
"19684603","Nat Genet",185,"2009 Sep"
"19684604","Nat Genet",173,"2009 Sep"
"19698717","Gastroenterology",124,"2009 Nov"
"19706858","JAMA",355,"2009 Aug 26"
"19714205","PLoS Genet",78,"2009 Aug"
"19714249","PLoS One",51,"2009 Aug 28"
"19721433","Mol Psychiatry",55,"2011 Jan"
"19727025","Med Sci Sports Exerc",40,"2009 Oct"
"19729412","Hum Mol Genet",31,"2009 Dec 1"
"19729612","Arterioscler Thromb Vasc Biol",75,"2009 Nov"
"19734545","Hum Mol Genet",62,"2009 Dec 1"
"19734900","Nat Genet",178,"2009 Oct"
"19734901","Nat Genet",128,"2009 Oct"
"19734902","Nat Genet",1121,"2009 Oct"
"19734903","Nat Genet",1018,"2009 Oct"
"19744961","Hum Mol Genet",67,"2009 Dec 1"
"19749757","Nat Genet",719,"2009 Oct"
"19749758","Nat Genet",633,"2009 Oct"
"19754311","J Infect Dis",53,"2009 Oct 15"
"19767753","Nat Genet",240,"2009 Oct"
"19767754","Nat Genet",201,"2009 Oct"
"19772629","BMC Med Genet",50,"2009 Sep 22"
"19779542","PLoS Genet",58,"2009 Sep"
"19786962","Mol Psychiatry",39,"2011 Jan"
"19798445","PLoS Genet",80,"2009 Oct"
"19801982","Nat Genet",306,"2009 Nov"
"19812673","Nature",270,"2009 Oct 8"
"19820697","Nat Genet",239,"2009 Nov"
"19820698","Nat Genet",92,"2009 Nov"
"19820699","Nat Genet",98,"2009 Nov"
"19836008","Am J Hum Genet",290,"2009 Nov"
"19838193","Nat Genet",368,"2009 Nov"
"19838195","Nat Genet",348,"2009 Nov"
"19846067","Biol Psychiatry",112,"2010 Jan 15"
"19851299","Obesity (Silver Spring)",21,"2010 Apr"
"19853236","Am J Hum Genet",41,"2009 Nov"
"19862010","Nat Genet",184,"2009 Nov"
"19874204","J Bone Miner Res",15,"2010 May"
"19875103","Biol Psychiatry",39,"2010 Feb 1"
"19880490","Blood",59,"2010 Jan 7"
"19890347","J Invest Dermatol",26,"2010 Mar"
"19893584","J Hum Genet",48,"2010 Jan"
"19896111","Am J Hum Genet",113,"2009 Nov"
"19897590","Hum Mol Genet",61,"2010 Feb 1"
"19901119","J Clin Oncol",111,"2009 Dec 10"
"19915572","Nat Genet",234,"2009 Dec"
"19915573","Nat Genet",88,"2009 Dec"
"19915574","Nat Genet",200,"2009 Dec"
"19915575","Nat Genet",785,"2009 Dec"
"19915576","Nat Genet",526,"2009 Dec"
"19936222","PLoS Genet",166,"2009 Nov"
"19961619","BMC Med Genet",21,"2009 Dec 6"
"19966805","Nat Genet",130,"2010 Jan"
"20009918","AIDS",25,"2010 Feb 20"
"20010834","Nat Genet",250,"2010 Jan"
"20010835","Nat Genet",277,"2010 Jan"
"20011104","PLoS Genet",77,"2009 Dec"
"20014019","Inflamm Bowel Dis",50,"2010 Aug"
"20018283","Atherosclerosis",71,"2010 Feb"
"20018918","Blood",77,"2010 Mar 4"
"20018961","N Engl J Med",273,"2009 Dec 31"
"20023658","Nat Genet",151,"2010 Jan"
"20031538","Circ Cardiovasc Genet",48,"2008 Oct"
"20031564","Circ Cardiovasc Genet",74,"2009 Feb"
"20031576","Circ Cardiovasc Genet",45,"2009 Apr"
"20031577","Circ Cardiovasc Genet",38,"2009 Apr"
"20031578","Circ Cardiovasc Genet",57,"2009 Apr"
"20031579","Circ Cardiovasc Genet",29,"2009 Apr"
"20031603","Circ Cardiovasc Genet",40,"2009 Aug"
"20031604","Circ Cardiovasc Genet",9,"2009 Aug"
"20032318","N Engl J Med",137,"2010 Jan 7"
"20037589","Nat Genet",273,"2010 Feb"
"20038947","Mol Psychiatry",104,"2011 Feb"
"20041166","PLoS Genet",221,"2009 Dec"
"20045101","Am J Hum Genet",47,"2010 Jan"
"20060832","Gastroenterology",373,"2010 Apr"
"20061627","J Alzheimers Dis",56,"2010"
"20062060","Nat Genet",204,"2010 Feb"
"20062061","Nat Genet",118,"2010 Feb"
"20062062","Nat Genet",186,"2010 Feb"
"20062063","Nat Genet",177,"2010 Feb"
"20064070","J Infect Dis",36,"2010 Feb 15"
"20066004","Pharmacogenomics J",40,"2010 Dec"
"20066028","PLoS Genet",27,"2010 Jan"
"20068591","Eur J Hum Genet",41,"2010 Jun"
"20070850","Ann Hum Genet",221,"2010 Mar"
"20072603","PLoS Genet",49,"2010 Jan 8"
"20081856","Nat Genet",69,"2010 Feb"
"20081857","Nat Genet",294,"2010 Feb"
"20081858","Nat Genet",1032,"2010 Feb"
"20096396","Am J Hum Genet",75,"2010 Feb 12"
"20100581","Neuroimage",183,"2010 Nov 15"
"20101243","Nat Genet",298,"2010 Mar"
"20112360","Arthritis Rheum",74,"2010 Feb"
"20117844","J Neuroimmunol",22,"2010 Mar 30"
"20125088","Mol Psychiatry",111,"2011 Feb"
"20125193","Eur J Hum Genet",45,"2010 Jul"
"20139977","Nat Genet",148,"2010 Mar"
"20139978","Nat Genet",243,"2010 Mar"
"20147318","Hum Mol Genet",71,"2010 May 1"
"20150558","Arterioscler Thromb Vasc Biol",36,"2010 Apr"
"20152958","Am J Hum Genet",8,"2010 Mar 12"
"20154341","Hum Mol Genet",42,"2010 May 15"
"20159113","Am J Hum Genet",92,"2010 Feb 12"
"20159242","J Allergy Clin Immunol",120,"2010 Feb"
"20167575","Hum Mol Genet",24,"2010 May 1"
"20167578","Hum Mol Genet",97,"2010 May 1"
"20169177","PLoS Genet",157,"2010 Feb 12"
"20171287","Neuroimage",136,"2010 Nov 15"
"20172861","Hum Mol Genet",30,"2010 May 15"
"20173735","Nature",132,"2010 Mar 18"
"20173747","Nat Genet",214,"2010 Mar"
"20173748","Nat Genet",191,"2010 Mar"
"20174558","PLoS Genet",150,"2010 Feb 19"
"20183929","Hum Genet",65,"2010 Mar"
"20185149","J Psychiatr Res",78,"2010 Sep"
"20189936","Hum Mol Genet",51,"2010 Jun 1"
"20190752","Nat Genet",391,"2010 Apr"
"20195266","Mol Psychiatry",53,"2011 Mar"
"20195514","PLoS Genet",32,"2010 Feb 26"
"20197096","Neuroimage",86,"2010 Jun"
"20200953","J Bone Miner Res",27,"2010 Jul"
"20205591","J Infect Dis",84,"2010 Apr 15"
"20208534","Nat Genet",171,"2010 Apr"
"20212171","Blood",25,"2010 Jun 10"
"20215924","J Am Acad Child Adolesc Psychiatry",7,"2010 Jan"
"20228798","Nat Genet",73,"2010 Apr"
"20228799","Nat Genet",269,"2010 Apr"
"20231535","Circulation",146,"2010 Mar 30"
"20237162","J Clin Endocrinol Metab",64,"2010 May"
"20303062","Am J Hum Genet",28,"2010 Apr 9"
"20303064","Am J Hum Genet",37,"2010 Apr 9"
"20304703","Lancet Oncol",95,"2010 Apr"
"20304771","J Gerontol A Biol Sci Med Sci",75,"2010 May"
"20305777","PLoS One",32,"2010 Mar 18"
"20308991","Mol Psychiatry",14,"2011 Apr"
"20339536","PLoS One",106,"2010 Mar 22"
"20348956","Nat Genet",68,"2010 May"
"20350937","Hum Mol Genet",65,"2010 Jun 15"
"20351715","Mol Psychiatry",60,"2011 Jan"
"20360315","Am J Psychiatry",102,"2010 May"
"20363506","Ophthalmology",51,"2010 Jul"
"20364137","Nat Genet",97,"2010 May"
"20372150","Nat Genet",104,"2010 May"
"20383145","Nat Genet",116,"2010 May"
"20383146","Nat Genet",387,"2010 May"
"20383147","Nat Genet",135,"2010 May"
"20385819","Proc Natl Acad Sci U S A",263,"2010 Apr 20"
"20385826","Proc Natl Acad Sci U S A",217,"2010 Apr 20"
"20386566","Mol Psychiatry",60,"2011 May"
"20395239","Hum Mol Genet",63,"2010 Jul 1"
"20397748","Twin Res Hum Genet",33,"2010 Apr"
"20400778","Circ Cardiovasc Genet",31,"2010 Jun"
"20410501","N Engl J Med",121,"2010 May 6"
"20418485","Hum Mol Genet",296,"2010 Jul 1"
"20418489","Hum Mol Genet",108,"2010 Jul 1"
"20418888","Nat Genet",390,"2010 May"
"20418889","Nat Genet",344,"2010 May"
"20418890","Nat Genet",528,"2010 May"
"20421499","Proc Natl Acad Sci U S A",134,"2010 May 18"
"20421936","PLoS Genet",130,"2010 Apr 22"
"20436469","Nat Genet",232,"2010 Jun"
"20436471","Nat Genet",72,"2010 Jun"
"20442857","PLoS Genet",31,"2010 Apr 29"
"20445134","Circ Cardiovasc Genet",79,"2010 Jun"
"20452100","Neurobiol Aging",50,"2011 Dec"
"20453838","Nat Genet",375,"2010 Jun"
"20453840","Nat Genet",81,"2010 Jun"
"20453841","Nat Genet",95,"2010 Jun"
"20453842","Nat Genet",520,"2010 Jun"
"20460270","Hum Mol Genet",47,"2010 Jul 15"
"20460622","JAMA",512,"2010 May 12"
"20463881","PLoS Genet",59,"2010 May 6"
"20485516","PLoS Genet",66,"2010 May 13"
"20512145","Nat Genet",156,"2010 Jul"
"20516156","Am J Psychiatry",91,"2010 Aug"
"20522523","Brain",49,"2010 Jul"
"20526338","Nat Genet",97,"2010 Jul"
"20526339","Nat Genet",52,"2010 Jul"
"20529992","Circ Cardiovasc Genet",45,"2010 Aug"
"20532800","Hum Genet",19,"2010 Aug"
"20541252","Lancet",544,"2010 Jul 17"
"20543847","Nat Genet",156,"2010 Jul"
"20548944","PLoS Genet",98,"2010 Jun 10"
"20548946","PLoS Genet",93,"2010 Jun 10"
"20558539","J Am Soc Nephrol",45,"2010 Jul"
"20570966","Hum Mol Genet",148,"2010 Sep 1"
"20581827","Nat Genet",848,"2010 Jul"
"20585324","Mol Psychiatry",42,"2011 Aug"
"20585626","PLoS Genet",70,"2010 Jun 24"
"20585627","PLoS Genet",176,"2010 Jun 24"
"20592726","Clin Pharmacol Ther",28,"2010 Aug"
"20595679","J Am Soc Nephrol",83,"2010 Oct"
"20596022","Nature",179,"2010 Jul 1"
"20598377","J Neuroimmunol",28,"2010 Oct 8"
"20601957","Nat Genet",90,"2010 Aug"
"20610895","J Atheroscler Thromb",11,"2010 Oct 27"
"20622878","Nat Genet",191,"2010 Aug"
"20622879","Nat Genet",153,"2010 Aug"
"20622881","Nat Genet",79,"2010 Aug"
"20634892","PLoS One",34,"2010 Jul 9"
"20637204","Gastroenterology",40,"2010 Oct"
"20639392","Hum Mol Genet",62,"2010 Oct 1"
"20639394","Hum Mol Genet",26,"2010 Sep 15"
"20639878","Nat Genet",105,"2010 Aug"
"20639880","Nat Genet",137,"2010 Aug"
"20639881","Nat Genet",86,"2010 Aug"
"20657596","Nat Genet",209,"2010 Aug"
"20661308","PLoS Genet",38,"2010 Jul 22"
"20662065","Arthritis Rheum",28,"2010 Nov"
"20663923","Hum Mol Genet",255,"2010 Oct 15"
"20668430","Kidney Int",73,"2010 Oct"
"20668459","J Hum Genet",2,"2010 Oct"
"20673876","Biol Psychiatry",74,"2010 Sep 15"
"20675712","Hum Mol Genet",63,"2010 Nov 1"
"20676096","Nat Genet",133,"2010 Sep"
"20676098","Nat Genet",141,"2010 Sep"
"20686565","Nature",1637,"2010 Aug 5"
"20686608","PLoS One",65,"2010 Jul 29"
"20686651","PLoS Genet",76,"2010 Jul 29"
"20691247","Biol Psychol",33,"2010 Oct"
"20694011","Nat Genet",51,"2010 Sep"
"20694013","Nat Genet",110,"2010 Sep"
"20694014","Nat Genet",147,"2010 Sep"
"20694148","PLoS One",58,"2010 Aug 4"
"20700438","PLoS Genet",91,"2010 Aug 5"
"20700443","PLoS Genet",87,"2010 Aug 5"
"20705733","Hum Mol Genet",33,"2010 Nov 1"
"20707712","Twin Res Hum Genet",6,"2010 Aug"
"20708005","Gastroenterology",119,"2010 Nov"
"20709820","Am J Respir Crit Care Med",58,"2011 Jan 1"
"20711174","Nat Genet",58,"2010 Sep"
"20711176","Nat Genet",55,"2010 Sep"
"20711177","Nat Genet",310,"2010 Sep"
